"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604031094","North West","A","Annual","2016","2016",4167,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604031095","Smithton","A","Annual","2016","2016",4004,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604031096","Waratah","A","Annual","2016","2016",3689,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604031097","West Coast (Tas.)","A","Annual","2016","2016",4236,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604031098","Wilderness - West","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","69799","Migratory - Offshore - Shipping (Tas.)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","697","Migratory - Offshore - Shipping (Tas.)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","69797","Migratory - Offshore - Shipping (Tas.)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","697979799","Migratory - Offshore - Shipping (Tas.)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","STE","States and Territories","7","Northern Territory","A","Annual","2016","2016",245740,,
"ERP","Estimated Resident Population","GCCSA","Greater Capital City Statistical Areas","7GDAR","Greater Darwin","A","Annual","2016","2016",145916,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","701","Darwin","A","Annual","2016","2016",145916,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","70101","Darwin City","A","Annual","2016","2016",28020,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701011001","Darwin Airport","A","Annual","2016","2016",15,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701011002","Darwin City","A","Annual","2016","2016",7130,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701011003","East Point","A","Annual","2016","2016",14,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701011004","Fannie Bay - The Gardens","A","Annual","2016","2016",3602,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701011005","Larrakeyah","A","Annual","2016","2016",4013,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701011006","Ludmilla - The Narrows","A","Annual","2016","2016",2759,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701011007","Parap","A","Annual","2016","2016",2967,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701011008","Stuart Park","A","Annual","2016","2016",4497,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701011009","Woolner - Bayview - Winnellie","A","Annual","2016","2016",3023,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","70102","Darwin Suburbs","A","Annual","2016","2016",57306,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021010","Alawa","A","Annual","2016","2016",2292,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021011","Anula","A","Annual","2016","2016",2517,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021012","Berrimah","A","Annual","2016","2016",1352,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021013","Brinkin - Nakara","A","Annual","2016","2016",3816,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021014","Buffalo Creek","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021015","Charles Darwin","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021016","Coconut Grove","A","Annual","2016","2016",3216,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021017","East Arm","A","Annual","2016","2016",13,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021018","Jingili","A","Annual","2016","2016",1865,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021019","Karama","A","Annual","2016","2016",5270,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021020","Leanyer","A","Annual","2016","2016",4880,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021021","Lyons (NT)","A","Annual","2016","2016",5092,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021022","Malak - Marrara","A","Annual","2016","2016",4842,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021023","Millner","A","Annual","2016","2016",2746,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021024","Moil","A","Annual","2016","2016",2142,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021025","Nightcliff","A","Annual","2016","2016",4150,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021026","Rapid Creek","A","Annual","2016","2016",3460,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021027","Tiwi","A","Annual","2016","2016",2763,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021028","Wagaman","A","Annual","2016","2016",2337,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021029","Wanguri","A","Annual","2016","2016",1996,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701021030","Wulagi","A","Annual","2016","2016",2557,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","70103","Litchfield","A","Annual","2016","2016",24923,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701031031","Howard Springs","A","Annual","2016","2016",7521,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701031032","Humpty Doo","A","Annual","2016","2016",9117,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701031033","Koolpinyah","A","Annual","2016","2016",24,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701031034","Virginia","A","Annual","2016","2016",3531,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701031035","Weddell","A","Annual","2016","2016",4730,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","70104","Palmerston","A","Annual","2016","2016",35667,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701041036","Bakewell","A","Annual","2016","2016",3237,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701041037","Driver","A","Annual","2016","2016",3045,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701041038","Durack - Marlow Lagoon","A","Annual","2016","2016",4549,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701041039","Gray","A","Annual","2016","2016",3530,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701041040","Moulden","A","Annual","2016","2016",3150,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701041041","Palmerston - North","A","Annual","2016","2016",4475,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701041042","Palmerston - South","A","Annual","2016","2016",3192,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701041043","Rosebery - Bellamack","A","Annual","2016","2016",7062,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","701041044","Woodroffe","A","Annual","2016","2016",3427,,
"ERP","Estimated Resident Population","GCCSA","Greater Capital City Statistical Areas","7RNTE","Rest of NT","A","Annual","2016","2016",99824,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","702","Northern Territory - Outback","A","Annual","2016","2016",99824,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","70201","Alice Springs","A","Annual","2016","2016",39718,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702011045","Charles","A","Annual","2016","2016",4616,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702011046","East Side","A","Annual","2016","2016",5520,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702011047","Flynn (NT)","A","Annual","2016","2016",4760,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702011048","Larapinta","A","Annual","2016","2016",5266,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702011049","Mount Johns","A","Annual","2016","2016",4043,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702011050","Petermann - Simpson","A","Annual","2016","2016",2741,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702011051","Ross","A","Annual","2016","2016",2618,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702011052","Sandover - Plenty","A","Annual","2016","2016",4623,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702011053","Tanami","A","Annual","2016","2016",3133,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702011054","Yuendumu - Anmatjere","A","Annual","2016","2016",2398,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","70202","Barkly","A","Annual","2016","2016",6241,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702021055","Barkly","A","Annual","2016","2016",2879,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702021056","Tennant Creek","A","Annual","2016","2016",3362,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","70203","Daly - Tiwi - West Arnhem","A","Annual","2016","2016",18216,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702031057","Alligator","A","Annual","2016","2016",4968,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702031058","Daly","A","Annual","2016","2016",2102,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702031059","Thamarrurr","A","Annual","2016","2016",2858,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702031060","Tiwi Islands","A","Annual","2016","2016",2805,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702031061","West Arnhem","A","Annual","2016","2016",5483,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","70204","East Arnhem","A","Annual","2016","2016",14802,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702041062","Anindilyakwa","A","Annual","2016","2016",2811,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702041063","East Arnhem","A","Annual","2016","2016",8582,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702041064","Nhulunbuy","A","Annual","2016","2016",3409,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","70205","Katherine","A","Annual","2016","2016",20847,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702051065","Elsey","A","Annual","2016","2016",2596,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702051066","Gulf","A","Annual","2016","2016",4774,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702051067","Katherine","A","Annual","2016","2016",10635,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","702051068","Victoria River","A","Annual","2016","2016",2842,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","79799","Migratory - Offshore - Shipping (NT)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","797","Migratory - Offshore - Shipping (NT)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","79797","Migratory - Offshore - Shipping (NT)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","797979799","Migratory - Offshore - Shipping (NT)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","STE","States and Territories","8","Australian Capital Territory","A","Annual","2016","2016",403468,,
"ERP","Estimated Resident Population","GCCSA","Greater Capital City Statistical Areas","8ACTE","Australian Capital Territory","A","Annual","2016","2016",403468,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","801","Australian Capital Territory","A","Annual","2016","2016",403468,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","80101","Belconnen","A","Annual","2016","2016",97830,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","801011001","Aranda","A","Annual","2016","2016",2429,,
